property_id,check_in_date,room_category,successful_bookings,capacity,property_name,category,city,date,mmm yy,week no,day_type,occupancy_rate,adr,actual_revenue,potential_revenue,revenue_leakage,revpar_method1,revpar_method2
17558,2022-05-01,RT2,38,50,Atliq Grands,Luxury,Mumbai,2022-05-01,May 22,W 19,weekend,76.0,8250.0,313500.0,412500.0,99000.0,6270.0,6270.0
16562,2022-05-01,RT2,30,43,Atliq Bay,Luxury,Delhi,2022-05-01,May 22,W 19,weekend,69.76744186046511,7589.999999999998,227699.99999999994,326369.99999999994,98670.0,5295.348837209301,5295.348837209301
16561,2022-05-01,RT2,24,24,Atliq Blu,Luxury,Delhi,2022-05-01,May 22,W 19,weekend,100.0,7589.999999999998,182159.99999999994,182159.99999999994,0.0,7589.999999999998,7589.999999999997
16558,2022-05-01,RT2,21,22,Atliq Grands,Luxury,Delhi,2022-05-01,May 22,W 19,weekend,95.45454545454545,7589.999999999998,159389.99999999997,166979.99999999997,7590.0,7244.999999999998,7244.999999999999
19560,2022-05-01,RT2,37,38,Atliq City,Business,Bangalore,2022-05-01,May 22,W 19,weekend,97.36842105263158,4032.0,149184.0,153216.0,4032.0,3925.894736842105,3925.8947368421054
16563,2022-05-01,RT2,37,38,Atliq Palace,Business,Delhi,2022-05-01,May 22,W 19,weekend,97.36842105263158,4415.999999999999,163391.99999999997,167807.99999999997,4416.0,4299.789473684209,4299.78947368421
16559,2022-05-01,RT2,35,41,Atliq Exotica,Luxury,Mumbai,2022-05-01,May 22,W 19,weekend,85.36585365853658,8250.0,288750.0,338250.0,49500.0,7042.682926829269,7042.682926829269
19559,2022-05-01,RT2,32,41,Atliq Exotica,Luxury,Bangalore,2022-05-01,May 22,W 19,weekend,78.04878048780488,6930.0,221760.0,284130.0,62370.0,5408.780487804878,5408.780487804878
19558,2022-05-01,RT2,25,39,Atliq Grands,Luxury,Bangalore,2022-05-01,May 22,W 19,weekend,64.1025641025641,6930.0,173250.0,270270.0,97020.0,4442.3076923076915,4442.307692307692
17559,2022-05-01,RT2,34,39,Atliq Exotica,Luxury,Mumbai,2022-05-01,May 22,W 19,weekend,87.17948717948718,8250.0,280500.0,321750.0,41250.0,7192.307692307692,7192.307692307692
16560,2022-05-01,RT2,25,34,Atliq City,Business,Delhi,2022-05-01,May 22,W 19,weekend,73.52941176470588,4415.999999999999,110399.99999999997,150143.99999999997,39744.0,3247.0588235294113,3247.058823529411
18562,2022-05-01,RT2,33,34,Atliq Bay,Luxury,Hyderabad,2022-05-01,May 22,W 19,weekend,97.05882352941177,6600.0,217800.0,224400.0,6600.0,6405.882352941177,6405.882352941177
18559,2022-05-01,RT2,29,44,Atliq Exotica,Luxury,Hyderabad,2022-05-01,May 22,W 19,weekend,65.9090909090909,6600.0,191400.0,290400.0,99000.0,4350.0,4350.0
17563,2022-05-01,RT2,40,44,Atliq Palace,Business,Mumbai,2022-05-01,May 22,W 19,weekend,90.9090909090909,4800.0,192000.0,211200.0,19200.0,4363.636363636363,4363.636363636364
17562,2022-05-01,RT2,19,30,Atliq Bay,Luxury,Mumbai,2022-05-01,May 22,W 19,weekend,63.33333333333333,8250.0,156750.0,247500.0,90750.0,5225.0,5225.0
18558,2022-05-01,RT2,21,30,Atliq Grands,Luxury,Hyderabad,2022-05-01,May 22,W 19,weekend,70.0,6600.0,138600.0,198000.0,59400.0,4620.0,4620.0
17564,2022-05-01,RT2,25,40,Atliq Seasons,Business,Mumbai,2022-05-01,May 22,W 19,weekend,62.5,4800.0,120000.0,192000.0,72000.0,3000.0,3000.0
18561,2022-05-01,RT2,35,40,Atliq Blu,Luxury,Hyderabad,2022-05-01,May 22,W 19,weekend,87.5,6600.0,231000.0,264000.0,33000.0,5775.0,5775.0
18560,2022-05-01,RT2,34,40,Atliq City,Business,Hyderabad,2022-05-01,May 22,W 19,weekend,85.0,3840.0,130560.0,153600.0,23040.0,3264.0,3264.0
17560,2022-05-01,RT2,31,45,Atliq City,Business,Mumbai,2022-05-01,May 22,W 19,weekend,68.88888888888889,4800.0,148800.0,216000.0,67200.0,3306.6666666666665,3306.6666666666665
19561,2022-05-01,RT2,35,45,Atliq Blu,Luxury,Bangalore,2022-05-01,May 22,W 19,weekend,77.77777777777779,6930.0,242550.0,311850.0,69300.0,5390.000000000001,5390.0
19563,2022-05-01,RT2,36,45,Atliq Palace,Business,Bangalore,2022-05-01,May 22,W 19,weekend,80.0,4032.0,145152.0,181440.0,36288.0,3225.6000000000004,3225.6
19563,2022-05-01,RT3,20,29,Atliq Palace,Business,Bangalore,2022-05-01,May 22,W 19,weekend,68.96551724137932,5040.0,100800.0,146160.0,45360.0,3475.8620689655177,3475.862068965517
18560,2022-05-01,RT1,27,30,Atliq City,Business,Hyderabad,2022-05-01,May 22,W 19,weekend,90.0,3000.0,81000.0,90000.0,9000.0,2700.0,2700.0
19562,2022-05-01,RT3,25,29,Atliq Bay,Luxury,Bangalore,2022-05-01,May 22,W 19,weekend,86.20689655172413,8820.0,220500.0,255780.0,35280.0,7603.448275862069,7603.448275862069
19561,2022-05-01,RT3,23,29,Atliq Blu,Luxury,Bangalore,2022-05-01,May 22,W 19,weekend,79.3103448275862,8820.0,202860.0,255780.0,52920.0,6995.172413793104,6995.172413793103
18562,2022-05-01,RT3,28,29,Atliq Bay,Luxury,Hyderabad,2022-05-01,May 22,W 19,weekend,96.55172413793103,8400.0,235200.0,243600.0,8400.0,8110.3448275862065,8110.3448275862065
17558,2022-05-01,RT3,21,27,Atliq Grands,Luxury,Mumbai,2022-05-01,May 22,W 19,weekend,77.77777777777779,10500.0,220500.0,283500.0,63000.0,8166.666666666668,8166.666666666667
17562,2022-05-01,RT3,15,27,Atliq Bay,Luxury,Mumbai,2022-05-01,May 22,W 19,weekend,55.55555555555556,10500.0,157500.0,283500.0,126000.0,5833.333333333334,5833.333333333333
19559,2022-05-01,RT3,19,27,Atliq Exotica,Luxury,Bangalore,2022-05-01,May 22,W 19,weekend,70.37037037037037,8820.0,167580.0,238140.0,70560.0,6206.666666666667,6206.666666666667
16559,2022-05-01,RT3,27,32,Atliq Exotica,Luxury,Mumbai,2022-05-01,May 22,W 19,weekend,84.375,10500.0,283500.0,336000.0,52500.0,8859.375,8859.375
17560,2022-05-01,RT3,19,25,Atliq City,Business,Mumbai,2022-05-01,May 22,W 19,weekend,76.0,6000.0,114000.0,150000.0,36000.0,4560.0,4560.0
18561,2022-05-01,RT3,23,25,Atliq Blu,Luxury,Hyderabad,2022-05-01,May 22,W 19,weekend,92.0,8400.0,193200.0,210000.0,16800.0,7728.0,7728.0
16561,2022-05-01,RT3,21,21,Atliq Blu,Luxury,Delhi,2022-05-01,May 22,W 19,weekend,100.0,9659.999999999998,202859.99999999997,202859.99999999997,0.0,9659.999999999998,9659.999999999998
16563,2022-05-01,RT3,17,20,Atliq Palace,Business,Delhi,2022-05-01,May 22,W 19,weekend,85.0,5520.0,93840.0,110400.0,16560.0,4692.0,4692.0
17561,2022-05-01,RT3,16,19,Atliq Blu,Luxury,Mumbai,2022-05-01,May 22,W 19,weekend,84.21052631578947,10500.0,168000.0,199500.0,31500.0,8842.105263157895,8842.105263157895
18558,2022-05-01,RT3,18,26,Atliq Grands,Luxury,Hyderabad,2022-05-01,May 22,W 19,weekend,69.23076923076923,8400.0,151200.0,218400.0,67200.0,5815.384615384615,5815.384615384615
18560,2022-05-01,RT3,21,24,Atliq City,Business,Hyderabad,2022-05-01,May 22,W 19,weekend,87.5,4800.0,100800.0,115200.0,14400.0,4200.0,4200.0
18563,2022-05-01,RT3,16,23,Atliq Palace,Business,Hyderabad,2022-05-01,May 22,W 19,weekend,69.56521739130434,4800.0,76800.0,110400.0,33600.0,3339.1304347826085,3339.1304347826085
19560,2022-05-01,RT3,16,19,Atliq City,Business,Bangalore,2022-05-01,May 22,W 19,weekend,84.21052631578947,5040.0,80640.0,95760.0,15120.0,4244.210526315789,4244.210526315789
17564,2022-05-01,RT3,16,24,Atliq Seasons,Business,Mumbai,2022-05-01,May 22,W 19,weekend,66.66666666666666,6000.0,96000.0,144000.0,48000.0,3999.999999999999,4000.0
16560,2022-05-01,RT3,15,20,Atliq City,Business,Delhi,2022-05-01,May 22,W 19,weekend,75.0,5520.0,82800.0,110400.0,27600.0,4140.0,4140.0
16558,2022-05-01,RT3,8,8,Atliq Grands,Luxury,Delhi,2022-05-01,May 22,W 19,weekend,100.0,9659.999999999998,77279.99999999999,77279.99999999999,0.0,9659.999999999998,9659.999999999998
19558,2022-05-01,RT3,13,21,Atliq Grands,Luxury,Bangalore,2022-05-01,May 22,W 19,weekend,61.904761904761905,8820.0,114660.0,185220.0,70560.0,5460.0,5460.0
16562,2022-05-01,RT3,14,18,Atliq Bay,Luxury,Delhi,2022-05-01,May 22,W 19,weekend,77.77777777777779,9659.999999999998,135239.99999999997,173879.99999999997,38640.0,7513.333333333333,7513.333333333332
17559,2022-05-01,RT3,14,16,Atliq Exotica,Luxury,Mumbai,2022-05-01,May 22,W 19,weekend,87.5,10500.0,147000.0,168000.0,21000.0,9187.5,9187.5
17563,2022-05-01,RT3,14,16,Atliq Palace,Business,Mumbai,2022-05-01,May 22,W 19,weekend,87.5,6000.0,84000.0,96000.0,12000.0,5250.0,5250.0
18559,2022-05-01,RT3,14,23,Atliq Exotica,Luxury,Hyderabad,2022-05-01,May 22,W 19,weekend,60.86956521739131,8400.0,117600.0,193200.0,75600.0,5113.04347826087,5113.04347826087
19559,2022-05-01,RT4,2,3,Atliq Exotica,Luxury,Bangalore,2022-05-01,May 22,W 19,weekend,66.66666666666666,11340.0,22680.0,34020.0,11340.0,7559.999999999998,7560.0
16562,2022-05-01,RT4,4,6,Atliq Bay,Luxury,Delhi,2022-05-01,May 22,W 19,weekend,66.66666666666666,12420.0,49680.0,74520.0,24840.0,8279.999999999998,8280.0
17558,2022-05-01,RT4,4,6,Atliq Grands,Luxury,Mumbai,2022-05-01,May 22,W 19,weekend,66.66666666666666,13500.0,54000.0,81000.0,27000.0,8999.999999999998,9000.0
17562,2022-05-01,RT4,4,6,Atliq Bay,Luxury,Mumbai,2022-05-01,May 22,W 19,weekend,66.66666666666666,13500.0,54000.0,81000.0,27000.0,8999.999999999998,9000.0
19563,2022-05-01,RT4,4,6,Atliq Palace,Business,Bangalore,2022-05-01,May 22,W 19,weekend,66.66666666666666,6300.0,25200.0,37800.0,12600.0,4199.999999999999,4200.0
19558,2022-05-01,RT4,4,7,Atliq Grands,Luxury,Bangalore,2022-05-01,May 22,W 19,weekend,57.14285714285714,11340.0,45360.0,79380.0,34020.0,6480.0,6480.0
19561,2022-05-01,RT4,5,7,Atliq Blu,Luxury,Bangalore,2022-05-01,May 22,W 19,weekend,71.42857142857143,11340.0,56700.0,79380.0,22680.0,8100.0,8100.0
16560,2022-05-01,RT4,6,7,Atliq City,Business,Delhi,2022-05-01,May 22,W 19,weekend,85.71428571428571,6900.0,41400.0,48300.0,6900.0,5914.285714285714,5914.285714285715
16561,2022-05-01,RT4,9,10,Atliq Blu,Luxury,Delhi,2022-05-01,May 22,W 19,weekend,90.0,12420.0,111780.0,124200.0,12420.0,11178.0,11178.0
17560,2022-05-01,RT4,10,13,Atliq City,Business,Mumbai,2022-05-01,May 22,W 19,weekend,76.92307692307693,7500.0,75000.0,97500.0,22500.0,5769.23076923077,5769.2307692307695
18561,2022-05-01,RT4,8,9,Atliq Blu,Luxury,Hyderabad,2022-05-01,May 22,W 19,weekend,88.88888888888889,10800.0,86400.0,97200.0,10800.0,9600.0,9600.0
17564,2022-05-01,RT4,9,17,Atliq Seasons,Business,Mumbai,2022-05-01,May 22,W 19,weekend,52.94117647058824,7500.0,67500.0,127500.0,60000.0,3970.5882352941176,3970.5882352941176
18560,2022-05-01,RT4,14,15,Atliq City,Business,Hyderabad,2022-05-01,May 22,W 19,weekend,93.33333333333333,6000.0,84000.0,90000.0,6000.0,5599.999999999999,5600.0
19560,2022-05-01,RT4,15,16,Atliq City,Business,Bangalore,2022-05-01,May 22,W 19,weekend,93.75,6300.0,94500.0,100800.0,6300.0,5906.25,5906.25
18559,2022-05-01,RT4,11,19,Atliq Exotica,Luxury,Hyderabad,2022-05-01,May 22,W 19,weekend,57.89473684210527,10800.0,118800.0,205200.0,86400.0,6252.631578947368,6252.631578947368
17563,2022-05-01,RT4,17,19,Atliq Palace,Business,Mumbai,2022-05-01,May 22,W 19,weekend,89.47368421052632,7500.0,127500.0,142500.0,15000.0,6710.526315789473,6710.526315789473
19562,2022-05-01,RT4,13,14,Atliq Bay,Luxury,Bangalore,2022-05-01,May 22,W 19,weekend,92.85714285714286,11340.0,147420.0,158760.0,11340.0,10530.0,10530.0
17559,2022-05-01,RT4,13,14,Atliq Exotica,Luxury,Mumbai,2022-05-01,May 22,W 19,weekend,92.85714285714286,13500.0,175500.0,189000.0,13500.0,12535.714285714286,12535.714285714286
18558,2022-05-01,RT4,14,20,Atliq Grands,Luxury,Hyderabad,2022-05-01,May 22,W 19,weekend,70.0,10800.0,151200.0,216000.0,64800.0,7559.999999999999,7560.0
18562,2022-05-01,RT4,19,20,Atliq Bay,Luxury,Hyderabad,2022-05-01,May 22,W 19,weekend,95.0,10800.0,205200.0,216000.0,10800.0,10260.0,10260.0
18563,2022-05-01,RT4,13,18,Atliq Palace,Business,Hyderabad,2022-05-01,May 22,W 19,weekend,72.22222222222221,6000.0,78000.0,108000.0,30000.0,4333.333333333333,4333.333333333333
16563,2022-05-01,RT4,17,18,Atliq Palace,Business,Delhi,2022-05-01,May 22,W 19,weekend,94.44444444444444,6900.0,117300.0,124200.0,6900.0,6516.666666666666,6516.666666666667
16559,2022-05-01,RT4,17,18,Atliq Exotica,Luxury,Mumbai,2022-05-01,May 22,W 19,weekend,94.44444444444444,13500.0,229500.0,243000.0,13500.0,12750.0,12750.0
17561,2022-05-01,RT4,3,4,Atliq Blu,Luxury,Mumbai,2022-05-01,May 22,W 19,weekend,75.0,13500.0,40500.0,54000.0,13500.0,10125.0,10125.0
16558,2022-05-01,RT4,3,3,Atliq Grands,Luxury,Delhi,2022-05-01,May 22,W 19,weekend,100.0,12420.0,37260.0,37260.0,0.0,12420.0,12420.0
16559,2022-05-02,RT1,20,30,Atliq Exotica,Luxury,Mumbai,2022-05-02,May 22,W 19,weekeday,66.66666666666666,5000.0,100000.0,150000.0,50000.0,3333.3333333333326,3333.3333333333335
18560,2022-05-02,RT1,21,30,Atliq City,Business,Hyderabad,2022-05-02,May 22,W 19,weekeday,70.0,2500.0,52500.0,75000.0,22500.0,1750.0,1750.0
19562,2022-05-02,RT1,20,30,Atliq Bay,Luxury,Bangalore,2022-05-02,May 22,W 19,weekeday,66.66666666666666,4200.0,84000.0,126000.0,42000.0,2799.9999999999995,2800.0
19563,2022-05-02,RT1,14,30,Atliq Palace,Business,Bangalore,2022-05-02,May 22,W 19,weekeday,46.666666666666664,2625.0,36750.0,78750.0,42000.0,1224.9999999999998,1225.0
17558,2022-05-02,RT1,10,19,Atliq Grands,Luxury,Mumbai,2022-05-02,May 22,W 19,weekeday,52.63157894736842,5000.0,50000.0,95000.0,45000.0,2631.578947368421,2631.5789473684213
16558,2022-05-02,RT1,12,19,Atliq Grands,Luxury,Delhi,2022-05-02,May 22,W 19,weekeday,63.1578947368421,4600.0,55200.0,87400.0,32200.0,2905.2631578947367,2905.2631578947367
17560,2022-05-02,RT1,22,40,Atliq City,Business,Mumbai,2022-05-02,May 22,W 19,weekeday,55.00000000000001,3125.0,68750.0,125000.0,56250.0,1718.7500000000002,1718.75
19558,2022-05-02,RT1,16,40,Atliq Grands,Luxury,Bangalore,2022-05-02,May 22,W 19,weekeday,40.0,4200.0,67200.0,168000.0,100800.0,1680.0,1680.0
19560,2022-05-02,RT1,14,26,Atliq City,Business,Bangalore,2022-05-02,May 22,W 19,weekeday,53.84615384615385,2625.0,36750.0,68250.0,31500.0,1413.4615384615383,1413.4615384615386
17561,2022-05-02,RT1,15,26,Atliq Blu,Luxury,Mumbai,2022-05-02,May 22,W 19,weekeday,57.692307692307686,5000.0,75000.0,130000.0,55000.0,2884.6153846153843,2884.6153846153848
16560,2022-05-02,RT1,17,34,Atliq City,Business,Delhi,2022-05-02,May 22,W 19,weekeday,50.0,2875.0,48875.0,97750.0,48875.0,1437.5,1437.5
16561,2022-05-02,RT1,11,18,Atliq Blu,Luxury,Delhi,2022-05-02,May 22,W 19,weekeday,61.111111111111114,4600.0,50600.0,82800.0,32200.0,2811.1111111111113,2811.1111111111113
16562,2022-05-02,RT1,17,31,Atliq Bay,Luxury,Delhi,2022-05-02,May 22,W 19,weekeday,54.83870967741935,4600.0,78200.0,142600.0,64400.0,2522.5806451612902,2522.5806451612902
16563,2022-05-02,RT1,25,41,Atliq Palace,Business,Delhi,2022-05-02,May 22,W 19,weekeday,60.97560975609756,2875.0,71875.0,117875.0,46000.0,1753.0487804878048,1753.0487804878048
17559,2022-05-02,RT1,20,32,Atliq Exotica,Luxury,Mumbai,2022-05-02,May 22,W 19,weekeday,62.5,5000.0,100000.0,160000.0,60000.0,3125.0,3125.0
17562,2022-05-02,RT1,9,20,Atliq Bay,Luxury,Mumbai,2022-05-02,May 22,W 19,weekeday,45.0,5000.0,45000.0,100000.0,55000.0,2250.0,2250.0
17563,2022-05-02,RT1,15,25,Atliq Palace,Business,Mumbai,2022-05-02,May 22,W 19,weekeday,60.0,3125.0,46875.0,78125.0,31250.0,1875.0,1875.0
18558,2022-05-02,RT1,8,15,Atliq Grands,Luxury,Hyderabad,2022-05-02,May 22,W 19,weekeday,53.333333333333336,4000.0,32000.0,60000.0,28000.0,2133.3333333333335,2133.3333333333335
18559,2022-05-02,RT1,17,42,Atliq Exotica,Luxury,Hyderabad,2022-05-02,May 22,W 19,weekeday,40.476190476190474,4000.0,68000.0,168000.0,100000.0,1619.047619047619,1619.047619047619
18561,2022-05-02,RT1,24,33,Atliq Blu,Luxury,Hyderabad,2022-05-02,May 22,W 19,weekeday,72.72727272727273,4000.0,96000.0,132000.0,36000.0,2909.090909090909,2909.090909090909
18562,2022-05-02,RT1,22,38,Atliq Bay,Luxury,Hyderabad,2022-05-02,May 22,W 19,weekeday,57.89473684210527,4000.0,88000.0,152000.0,64000.0,2315.7894736842104,2315.7894736842104
18563,2022-05-02,RT1,14,27,Atliq Palace,Business,Hyderabad,2022-05-02,May 22,W 19,weekeday,51.85185185185185,2500.0,35000.0,67500.0,32500.0,1296.2962962962963,1296.2962962962963
19559,2022-05-02,RT1,13,24,Atliq Exotica,Luxury,Bangalore,2022-05-02,May 22,W 19,weekeday,54.166666666666664,4200.0,54600.0,100800.0,46200.0,2275.0,2275.0
19561,2022-05-02,RT1,20,36,Atliq Blu,Luxury,Bangalore,2022-05-02,May 22,W 19,weekeday,55.55555555555556,4200.0,84000.0,151200.0,67200.0,2333.3333333333335,2333.3333333333335
17564,2022-05-02,RT1,7,16,Atliq Seasons,Business,Mumbai,2022-05-02,May 22,W 19,weekeday,43.75,3125.0,21875.0,50000.0,28125.0,1367.1875,1367.1875
19562,2022-05-02,RT2,15,23,Atliq Bay,Luxury,Bangalore,2022-05-02,May 22,W 19,weekeday,65.21739130434783,5775.0,86625.0,132825.0,46200.0,3766.304347826087,3766.304347826087
18563,2022-05-02,RT2,15,29,Atliq Palace,Business,Hyderabad,2022-05-02,May 22,W 19,weekeday,51.724137931034484,3200.0,48000.0,92800.0,44800.0,1655.1724137931035,1655.1724137931035
17561,2022-05-02,RT2,23,36,Atliq Blu,Luxury,Mumbai,2022-05-02,May 22,W 19,weekeday,63.888888888888886,6875.0,158125.0,247500.0,89375.0,4392.36111111111,4392.361111111111
17558,2022-05-02,RT2,27,50,Atliq Grands,Luxury,Mumbai,2022-05-02,May 22,W 19,weekeday,54.0,6875.0,185625.0,343750.0,158125.0,3712.5000000000005,3712.5
16562,2022-05-02,RT2,21,43,Atliq Bay,Luxury,Delhi,2022-05-02,May 22,W 19,weekeday,48.837209302325576,6324.999999999999,132824.99999999997,271974.99999999994,139149.99999999997,3088.953488372092,3088.953488372092
16561,2022-05-02,RT2,16,24,Atliq Blu,Luxury,Delhi,2022-05-02,May 22,W 19,weekeday,66.66666666666666,6324.999999999999,101199.99999999999,151799.99999999997,50599.999999999985,4216.666666666665,4216.666666666666
16558,2022-05-02,RT2,14,22,Atliq Grands,Luxury,Delhi,2022-05-02,May 22,W 19,weekeday,63.63636363636363,6324.999999999999,88549.99999999999,139149.99999999997,50599.999999999985,4024.9999999999995,4024.9999999999995
19560,2022-05-02,RT2,21,38,Atliq City,Business,Bangalore,2022-05-02,May 22,W 19,weekeday,55.26315789473685,3360.0,70560.0,127680.0,57120.0,1856.8421052631581,1856.842105263158
16563,2022-05-02,RT2,23,38,Atliq Palace,Business,Delhi,2022-05-02,May 22,W 19,weekeday,60.526315789473685,3679.9999999999995,84639.99999999999,139839.99999999997,55199.999999999985,2227.368421052631,2227.368421052631
16559,2022-05-02,RT2,23,41,Atliq Exotica,Luxury,Mumbai,2022-05-02,May 22,W 19,weekeday,56.09756097560976,6875.0,158125.0,281875.0,123750.0,3856.707317073171,3856.7073170731705
19559,2022-05-02,RT2,19,41,Atliq Exotica,Luxury,Bangalore,2022-05-02,May 22,W 19,weekeday,46.34146341463415,5775.0,109725.0,236775.0,127050.0,2676.219512195122,2676.2195121951218
19558,2022-05-02,RT2,17,39,Atliq Grands,Luxury,Bangalore,2022-05-02,May 22,W 19,weekeday,43.58974358974359,5775.0,98175.0,225225.0,127050.0,2517.3076923076924,2517.3076923076924
17559,2022-05-02,RT2,26,39,Atliq Exotica,Luxury,Mumbai,2022-05-02,May 22,W 19,weekeday,66.66666666666666,6875.0,178750.0,268125.0,89375.0,4583.333333333332,4583.333333333333
16560,2022-05-02,RT2,17,34,Atliq City,Business,Delhi,2022-05-02,May 22,W 19,weekeday,50.0,3679.9999999999995,62559.99999999999,125119.99999999999,62559.99999999999,1839.9999999999998,1839.9999999999998
18562,2022-05-02,RT2,17,34,Atliq Bay,Luxury,Hyderabad,2022-05-02,May 22,W 19,weekeday,50.0,5500.0,93500.0,187000.0,93500.0,2750.0,2750.0
18559,2022-05-02,RT2,18,44,Atliq Exotica,Luxury,Hyderabad,2022-05-02,May 22,W 19,weekeday,40.909090909090914,5500.0,99000.0,242000.0,143000.0,2250.0,2250.0
